household_key,base_8w_avg_cats,eval_end_8w_cats,cat_ratio,cat_fire,widen_15,drop70
1776,83.22222222222223,34,0.4085447263017356,True,True,True
1778,85.33333333333333,81,0.94921875,False,True,True
1788,69.07407407407408,73,1.0568364611260053,False,False,False
1795,71.37037037037037,102,1.4291645044110017,False,False,False
1803,83.25925925925925,53,0.6365658362989325,True,True,True
1804,88.4074074074074,83,0.9388353581901969,False,False,False
1807,89.92592592592592,72,0.800658978583196,False,False,True
1822,75.81481481481481,48,0.6331216414264779,True,False,True
1823,91.70370370370371,93,1.014135702746365,False,False,False
1828,69.44444444444444,0,0.0,True,True,True
1829,69.29629629629629,60,0.865847140566542,False,True,True
1835,84.88888888888889,109,1.2840314136125655,False,False,False
1845,117.22222222222223,98,0.8360189573459715,False,False,True
1848,78.88888888888889,60,0.7605633802816901,False,True,True
1850,88.88888888888889,61,0.68625,True,True,False
1852,102.70370370370371,16,0.1557879552830869,True,True,True
1854,68.66666666666667,85,1.2378640776699028,False,False,False
1864,99.96296296296296,99,0.9903668025194516,False,False,False
1865,77.0,55,0.7142857142857143,False,False,False
1892,83.88888888888889,67,0.7986754966887417,False,True,True
1899,79.5925925925926,71,0.8920428106095858,False,False,False
1900,61.74074074074074,88,1.4253149370125975,False,False,False
1901,115.0,89,0.7739130434782608,False,False,True
1906,73.44444444444444,44,0.5990922844175491,True,True,False
1907,101.70370370370371,33,0.3244719592134013,True,False,False
1917,72.22222222222223,72,0.9969230769230768,False,False,False
1935,71.92592592592592,65,0.903707518022657,False,False,False
1943,61.0,22,0.36065573770491804,True,False,True
1944,85.14814814814815,74,0.8690735102218355,False,False,False
1947,47.333333333333336,75,1.584507042253521,False,True,False
1955,63.7037037037037,83,1.302906976744186,False,False,False
1971,75.37037037037037,19,0.2520884520884521,True,False,True
1975,98.29629629629629,95,0.96646571213263,False,True,False
1985,65.85185185185185,91,1.3818897637795275,False,False,False
1995,97.07407407407408,124,1.2773750476917207,False,False,False
2004,75.77777777777777,79,1.0425219941348975,False,True,False
2007,72.0,85,1.1805555555555556,False,False,False
2012,56.81481481481482,78,1.3728813559322033,False,False,False
2015,62.666666666666664,84,1.3404255319148937,False,False,False
2019,42.2962962962963,110,2.6007005253940454,False,True,False
2020,84.62962962962963,104,1.2288840262582057,False,False,False
