household_key,is_candidate_analysis,is_primary_analysis,is_primary_eligible1_analysis,is_primary_all_weeks_analysis,is_primary_no_history_filter_analysis,is_home70_analysis,first_observed_week,baseline_baskets,n_baseline_purchase_weeks,baseline_weekly_visit_rate,home_store_id,baseline_home_store_share,outcome_home_store_share,n_eligible_products,n_eligible_products_all_weeks,n_repeated_products_no_history_filter,original_top20_baskets,eligible_original_top20_baskets,excluded_weight_share
292,1,1,1,1,1,1,17,28,9,0.9,445,0.9642857142857143,0.8703703703703703,8,9,14,46,18,0.6086956521739131
293,1,1,1,1,1,0,1,17,9,0.34615384615384615,296,0.6470588235294118,0.0,10,13,14,40,25,0.375
294,1,1,1,1,1,1,2,86,24,0.96,420,1.0,0.9723756906077348,20,20,20,204,161,0.21078431372549022
297,1,0,1,0,0,0,12,15,11,0.7333333333333333,421,0.8666666666666667,0.5656565656565656,3,3,4,29,7,0.7586206896551724
300,1,1,1,1,1,1,11,17,11,0.6875,424,0.7058823529411765,0.550561797752809,20,20,20,70,63,0.09999999999999998
301,1,1,1,1,1,0,4,12,10,0.43478260869565216,432,0.6666666666666666,0.4117647058823529,20,20,20,92,63,0.3152173913043478
302,1,1,1,1,1,1,15,16,8,0.6666666666666666,389,0.8125,0.8860759493670886,7,7,11,34,17,0.5
303,1,0,0,0,0,0,17,14,7,0.7,343,0.5,0.7049180327868853,4,6,7,31,8,0.7419354838709677
304,1,1,1,1,1,0,1,51,22,0.8461538461538461,322,0.5882352941176471,0.408,20,20,20,104,76,0.2692307692307693
305,1,1,1,1,1,1,5,31,15,0.6818181818181818,319,0.9032258064516129,0.5779816513761468,10,16,20,66,18,0.7272727272727273
306,1,1,1,1,1,1,15,20,11,0.9166666666666666,382,0.95,0.7329192546583851,20,20,20,89,66,0.2584269662921348
307,1,0,0,0,0,0,6,74,21,1.0,450,0.3108108108108108,0.20058997050147492,9,10,18,93,27,0.7096774193548387
308,1,0,0,0,0,0,3,7,5,0.20833333333333334,367,0.7142857142857143,0.7432432432432432,1,1,2,22,2,0.9090909090909091
309,1,0,0,0,0,0,5,6,5,0.22727272727272727,367,0.8333333333333334,0.875,20,20,20,60,54,0.09999999999999998
311,1,0,0,0,0,0,5,9,7,0.3181818181818182,321,1.0,1.0,6,7,9,35,16,0.5428571428571429
312,1,0,0,0,0,0,13,6,5,0.35714285714285715,402,1.0,0.7352941176470589,9,10,11,31,18,0.4193548387096774
314,1,0,0,0,0,0,2,13,7,0.28,334,0.6923076923076923,0.8518518518518519,20,20,20,72,49,0.3194444444444444
316,1,0,0,0,0,0,11,5,4,0.25,31642,0.8,0.10638297872340426,5,6,6,28,12,0.5714285714285714
317,1,1,1,1,1,1,6,14,12,0.5714285714285714,356,0.8571428571428571,0.7608695652173914,20,20,20,78,47,0.39743589743589747
318,1,0,0,0,0,0,10,21,12,0.7058823529411765,360,0.42857142857142855,0.37681159420289856,14,14,19,48,34,0.29166666666666663
319,1,1,1,1,1,1,4,34,19,0.8260869565217391,408,0.8529411764705882,0.8933333333333333,20,20,20,61,42,0.3114754098360656
321,1,1,1,1,1,1,9,22,15,0.8333333333333334,450,0.8636363636363636,0.9166666666666666,20,20,20,97,77,0.20618556701030932
322,1,0,0,0,0,0,15,8,5,0.4166666666666667,421,0.75,0.6065573770491803,5,5,5,25,10,0.6
324,1,1,1,1,1,1,8,26,16,0.8421052631578947,367,1.0,0.6260162601626016,20,20,20,97,58,0.4020618556701031
325,1,1,1,1,1,1,11,13,9,0.5625,427,0.9230769230769231,0.639344262295082,13,16,17,42,29,0.30952380952380953
326,1,0,0,0,0,0,16,6,4,0.36363636363636365,427,1.0,1.0,4,4,4,24,8,0.6666666666666667
327,1,1,1,1,1,1,10,14,9,0.5294117647058824,297,0.7857142857142857,0.46153846153846156,5,6,7,28,11,0.6071428571428572
328,1,1,1,1,1,1,10,49,17,1.0,361,1.0,0.8864864864864865,20,20,20,146,73,0.5
329,1,1,1,1,1,1,12,17,12,0.8,450,0.9411764705882353,0.3671875,12,14,20,69,30,0.5652173913043479
330,1,0,1,0,0,0,13,11,9,0.6428571428571429,362,0.8181818181818182,0.8764044943820225,1,2,3,19,2,0.8947368421052632
332,1,0,0,0,0,0,2,31,18,0.72,333,0.41935483870967744,0.4117647058823529,20,20,20,55,43,0.21818181818181814
333,1,0,0,0,0,0,8,10,7,0.3684210526315789,318,1.0,0.9285714285714286,4,5,12,39,8,0.7948717948717949
334,1,1,1,1,1,1,5,101,20,0.9090909090909091,359,0.7821782178217822,0.6908077994428969,20,20,20,113,89,0.21238938053097345
335,1,0,0,0,0,0,5,41,16,0.7272727272727273,450,0.4634146341463415,0.33980582524271846,17,19,20,60,45,0.25
336,1,0,0,0,0,0,17,11,7,0.7,343,0.9090909090909091,0.5688073394495413,9,11,11,42,29,0.30952380952380953
337,1,1,1,1,1,1,12,9,8,0.5333333333333333,341,1.0,0.9230769230769231,11,12,14,40,26,0.35
339,1,1,1,1,1,1,14,12,8,0.6153846153846154,288,1.0,1.0,11,13,20,53,23,0.5660377358490566
340,1,0,0,0,0,0,2,8,4,0.16,403,0.875,0.9523809523809523,2,2,2,23,5,0.782608695652174
344,1,1,1,1,1,1,14,13,9,0.6923076923076923,362,0.8461538461538461,0.2647058823529412,14,16,20,50,24,0.52
345,1,1,1,1,1,1,5,33,19,0.8636363636363636,396,0.7878787878787878,0.4689655172413793,20,20,20,78,57,0.2692307692307693
346,1,0,0,0,0,0,13,5,5,0.35714285714285715,354,1.0,0.7966101694915254,1,1,1,22,3,0.8636363636363636
347,1,0,0,0,0,0,1,8,4,0.15384615384615385,367,0.625,0.5714285714285714,1,1,1,21,2,0.9047619047619048
349,1,0,0,0,0,0,15,10,7,0.5833333333333334,324,0.3,0.17391304347826086,5,5,6,26,10,0.6153846153846154
350,1,1,1,1,1,1,4,42,19,0.8260869565217391,363,1.0,0.9,10,15,20,66,19,0.7121212121212122
351,1,1,1,1,1,1,14,35,12,0.9230769230769231,311,0.9428571428571428,0.8923076923076924,15,19,20,100,59,0.41000000000000003
354,1,1,1,1,1,1,13,33,13,0.9285714285714286,346,0.9393939393939394,0.8943089430894309,20,20,20,113,88,0.22123893805309736
356,1,1,1,1,1,1,13,96,14,1.0,382,0.9791666666666666,0.9708029197080292,20,20,20,129,83,0.3565891472868217
358,1,1,1,1,1,1,13,36,9,0.6428571428571429,439,1.0,0.9939024390243902,20,20,20,95,51,0.4631578947368421
361,1,1,1,1,1,1,1,72,24,0.9230769230769231,443,0.9444444444444444,0.9513888888888888,20,20,20,192,133,0.30729166666666663
362,1,1,1,1,1,1,3,29,22,0.9166666666666666,309,0.8620689655172413,0.9836065573770492,20,20,20,99,51,0.48484848484848486
365,1,1,1,1,1,0,2,53,23,0.92,381,0.5660377358490566,0.646551724137931,20,20,20,105,43,0.5904761904761905
366,1,0,0,0,0,0,12,10,6,0.4,310,1.0,0.9736842105263158,2,3,4,25,5,0.8
367,1,1,1,1,1,1,5,27,21,0.9545454545454546,368,0.8888888888888888,0.8765432098765432,20,20,20,133,116,0.1278195488721805
368,1,0,0,0,0,0,4,24,15,0.6521739130434783,443,0.4166666666666667,0.1724137931034483,20,20,20,72,65,0.09722222222222221
370,1,1,1,1,1,1,12,51,15,1.0,329,0.9803921568627451,0.9382716049382716,20,20,20,126,60,0.5238095238095238
371,1,1,1,1,1,1,10,24,14,0.8235294117647058,427,0.8333333333333334,0.7313432835820896,20,20,20,130,101,0.22307692307692306
372,1,0,0,0,0,0,2,6,6,0.24,445,0.6666666666666666,0.25,7,8,9,29,14,0.5172413793103448
374,1,1,1,1,1,0,5,24,16,0.7272727272727273,361,0.5,0.8260869565217391,20,20,20,72,38,0.4722222222222222
376,1,1,1,1,1,1,10,116,17,1.0,298,0.9913793103448276,1.0,20,20,20,257,67,0.7392996108949417
377,1,1,1,1,1,1,15,34,12,1.0,403,0.8235294117647058,0.21428571428571427,20,20,20,104,74,0.28846153846153844
378,1,1,1,1,1,0,9,75,18,1.0,299,0.6933333333333334,0.27235772357723576,20,20,20,107,51,0.5233644859813085
380,1,1,1,1,1,1,14,14,13,1.0,427,1.0,1.0,20,20,20,155,114,0.2645161290322581
381,1,1,1,1,1,1,1,32,17,0.6538461538461539,32004,0.96875,0.22950819672131148,20,20,20,78,55,0.2948717948717948
382,1,0,1,0,1,0,9,15,8,0.4444444444444444,372,0.7333333333333333,0.5263157894736842,3,3,5,29,8,0.7241379310344828
383,1,1,1,1,1,0,11,30,14,0.875,31782,0.5666666666666667,0.475,20,20,20,128,67,0.4765625
384,1,0,0,0,0,0,16,5,5,0.45454545454545453,329,0.6,0.2972972972972973,11,13,16,42,28,0.33333333333333337
385,1,0,0,0,0,0,6,6,5,0.23809523809523808,384,0.5,0.2571428571428571,20,20,20,46,35,0.23913043478260865
386,1,0,0,0,0,0,6,26,14,0.6666666666666666,424,0.34615384615384615,0.188,20,20,20,53,46,0.13207547169811318
387,1,0,0,0,0,0,15,10,8,0.6666666666666666,306,0.2,0.0,5,5,7,30,12,0.6
388,1,1,1,1,1,1,15,11,8,0.6666666666666666,427,0.7272727272727273,0.6956521739130435,8,9,9,35,21,0.4
389,1,1,1,1,1,1,16,32,11,1.0,406,1.0,0.9051724137931034,20,20,20,114,86,0.24561403508771928
390,1,1,1,1,1,1,12,24,15,1.0,447,1.0,0.963855421686747,6,8,15,43,13,0.6976744186046512
392,1,1,1,1,1,1,11,13,9,0.5625,31782,1.0,0.9444444444444444,20,20,20,95,51,0.4631578947368421
393,1,1,1,1,1,1,9,27,15,0.8333333333333334,427,1.0,0.9932432432432432,18,20,20,57,44,0.22807017543859653
395,1,0,0,0,0,0,7,15,12,0.6,410,0.3333333333333333,0.19230769230769232,5,7,9,29,10,0.6551724137931034
396,1,0,0,0,0,0,16,9,7,0.6363636363636364,389,0.8888888888888888,0.030612244897959183,2,5,6,28,4,0.8571428571428572
397,1,1,1,1,1,1,16,41,11,1.0,367,0.8536585365853658,0.7766990291262136,20,20,20,71,37,0.47887323943661975
398,1,0,0,0,0,0,16,6,5,0.45454545454545453,427,0.5,0.01680672268907563,7,7,7,27,14,0.4814814814814815
400,1,1,1,1,1,0,16,31,9,0.8181818181818182,388,0.6129032258064516,0.6223021582733813,20,20,20,84,61,0.27380952380952384
401,1,0,0,0,0,0,2,10,7,0.28,367,0.3,0.25882352941176473,3,3,5,25,6,0.76
403,1,0,1,0,0,0,6,13,11,0.5238095238095238,402,0.6153846153846154,0.7272727272727273,3,4,4,25,6,0.76
404,1,1,1,1,1,1,2,63,24,0.96,396,0.8095238095238095,0.6971428571428572,20,20,20,115,51,0.5565217391304348
405,1,1,1,1,1,1,5,20,16,0.7272727272727273,361,0.7,0.4805194805194805,20,20,20,88,47,0.46590909090909094
406,1,0,0,0,0,0,13,6,5,0.35714285714285715,367,0.6666666666666666,0.05405405405405406,2,3,5,27,4,0.8518518518518519
407,1,0,1,0,0,0,14,23,9,0.6923076923076923,438,0.8260869565217391,0.46153846153846156,3,3,3,32,15,0.53125
408,1,0,0,0,0,0,12,12,7,0.4666666666666667,31782,1.0,0.9545454545454546,5,6,8,31,13,0.5806451612903225
409,1,1,1,1,1,0,4,27,14,0.6086956521739131,367,0.6666666666666666,0.37142857142857144,18,20,20,51,43,0.1568627450980392
410,1,0,0,0,0,0,3,9,7,0.2916666666666667,370,1.0,1.0,1,1,2,22,2,0.9090909090909091
411,1,1,1,1,1,1,13,30,11,0.7857142857142857,382,0.9666666666666667,0.8359375,12,13,17,54,32,0.40740740740740744
412,1,1,1,1,1,1,13,19,11,0.7857142857142857,313,1.0,0.9444444444444444,20,20,20,67,44,0.34328358208955223
413,1,0,0,0,0,0,6,44,19,0.9047619047619048,448,0.4318181818181818,0.45,18,20,20,93,59,0.3655913978494624
414,1,1,1,1,1,1,5,21,11,0.5,310,0.9523809523809523,0.5606060606060606,5,6,6,28,12,0.5714285714285714
416,1,0,0,0,0,0,10,11,7,0.4117647058823529,400,1.0,1.0,20,20,20,65,50,0.23076923076923073
417,1,1,1,1,1,0,16,16,9,0.8181818181818182,421,0.5,0.5671641791044776,19,20,20,54,37,0.31481481481481477
418,1,0,0,0,0,0,14,38,13,1.0,384,0.4473684210526316,0.511520737327189,16,19,20,52,34,0.34615384615384615
419,1,0,0,0,0,0,12,13,9,0.6,327,0.46153846153846156,0.24242424242424243,12,12,15,37,25,0.32432432432432434
420,1,0,0,0,0,0,4,48,21,0.9130434782608695,31642,0.4375,0.02,20,20,20,48,37,0.22916666666666663
421,1,0,0,0,0,0,12,47,14,0.9333333333333333,329,0.46808510638297873,0.5510204081632653,20,20,20,68,47,0.3088235294117647
425,1,1,1,1,1,1,5,42,19,0.8636363636363636,288,0.9761904761904762,1.0,20,20,20,127,111,0.12598425196850394
426,1,1,1,1,1,1,15,24,12,1.0,406,1.0,0.9900990099009901,20,20,20,90,71,0.21111111111111114
427,1,0,1,1,1,0,2,16,9,0.36,445,0.75,0.6285714285714286,4,5,9,33,11,0.6666666666666667
428,1,1,1,1,1,1,10,25,14,0.8235294117647058,443,0.92,0.9,20,20,20,88,79,0.10227272727272729
429,1,0,0,0,0,0,16,10,7,0.6363636363636364,439,0.8,0.875,3,3,3,24,7,0.7083333333333333
430,1,0,1,0,1,0,15,23,10,0.8333333333333334,433,0.5217391304347826,0.7073170731707317,3,3,5,30,11,0.6333333333333333
432,1,0,0,0,0,0,1,39,16,0.6153846153846154,391,0.46153846153846156,0.06132075471698113,6,6,10,35,13,0.6285714285714286
433,1,1,1,1,1,0,2,20,15,0.6,445,0.55,0.8035714285714286,10,12,15,52,34,0.34615384615384615
434,1,1,1,1,1,1,11,18,13,0.8125,381,0.8888888888888888,0.7653061224489796,20,20,20,84,72,0.1428571428571429
436,1,0,0,0,0,0,17,6,5,0.5,420,1.0,1.0,15,20,20,50,33,0.33999999999999997
437,1,1,1,1,1,1,2,22,15,0.6,361,0.9545454545454546,0.44776119402985076,20,20,20,99,46,0.5353535353535354
439,1,0,0,0,0,0,15,15,7,0.5833333333333334,340,1.0,1.0,1,3,6,29,3,0.896551724137931
441,1,0,0,0,0,0,17,6,6,0.6,315,1.0,0.9855072463768116,17,20,20,61,32,0.47540983606557374
442,1,0,0,0,0,0,12,5,4,0.26666666666666666,365,0.8,0.065,5,6,8,28,10,0.6428571428571428
444,1,0,1,0,1,0,10,13,9,0.5294117647058824,427,0.8461538461538461,0.25806451612903225,2,3,6,27,4,0.8518518518518519
445,1,1,1,1,1,1,11,56,16,1.0,293,0.9821428571428571,0.8125,20,20,20,71,50,0.295774647887324
447,1,1,1,1,1,1,8,46,17,0.8947368421052632,286,0.9782608695652174,0.8735632183908046,19,20,20,72,45,0.375
449,1,0,0,0,0,0,15,6,5,0.4166666666666667,367,0.5,0.10714285714285714,3,3,3,23,6,0.7391304347826086
450,1,0,0,0,0,0,16,11,8,0.7272727272727273,400,0.45454545454545453,0.7962962962962963,9,10,15,56,28,0.5
451,1,1,1,1,1,0,2,29,17,0.68,414,0.6896551724137931,0.31451612903225806,7,9,15,42,19,0.5476190476190477
453,1,0,0,0,0,0,12,8,6,0.4,339,0.5,0.25,1,1,2,22,2,0.9090909090909091
454,1,1,1,1,1,1,2,87,25,1.0,295,0.8735632183908046,0.6641509433962264,20,20,20,154,113,0.26623376623376627
455,1,0,0,0,0,0,10,12,5,0.29411764705882354,450,1.0,0.8333333333333334,2,2,3,24,5,0.7916666666666666
456,1,1,1,1,1,1,4,21,15,0.6521739130434783,438,0.9047619047619048,0.6164383561643836,20,20,20,73,60,0.17808219178082196
458,1,0,0,0,0,0,17,13,8,0.8,310,0.38461538461538464,0.8141592920353983,9,10,10,33,21,0.36363636363636365
459,1,1,1,1,1,1,6,12,11,0.5238095238095238,31762,1.0,0.9090909090909091,5,6,8,33,15,0.5454545454545454
460,1,0,0,0,0,0,12,20,12,0.8,396,0.4,0.21978021978021978,4,4,4,33,17,0.48484848484848486
461,1,0,1,0,1,0,12,12,8,0.5333333333333333,370,0.5,0.4074074074074074,3,4,5,25,6,0.76
462,1,1,1,1,1,1,8,31,18,0.9473684210526315,304,0.967741935483871,0.9846153846153847,6,6,8,35,17,0.5142857142857142
463,1,1,1,1,1,1,14,107,13,1.0,361,1.0,0.8469601677148847,20,20,20,85,55,0.3529411764705882
464,1,1,1,1,1,0,10,27,15,0.8823529411764706,306,0.5555555555555556,0.4154929577464789,16,18,20,52,27,0.4807692307692307
465,1,0,1,0,0,0,12,11,8,0.5333333333333333,318,0.8181818181818182,0.5454545454545454,1,2,3,25,2,0.92
467,1,1,1,1,1,1,2,18,12,0.48,296,0.7777777777777778,0.07936507936507936,11,13,20,48,29,0.39583333333333337
468,1,1,1,1,1,1,8,58,17,0.8947368421052632,338,0.9137931034482759,0.8029197080291971,14,17,20,62,34,0.4516129032258065
469,1,1,1,1,1,0,7,38,15,0.75,368,0.5789473684210527,0.5433070866141733,20,20,20,154,110,0.2857142857142857
470,1,0,1,0,1,0,2,34,22,0.88,388,1.0,0.9917355371900827,2,2,7,55,10,0.8181818181818181
471,1,0,0,0,0,0,9,8,6,0.3333333333333333,420,1.0,0.6829268292682927,7,7,9,31,16,0.4838709677419355
472,1,1,1,1,1,1,8,19,14,0.7368421052631579,389,0.8947368421052632,0.92,20,20,20,96,61,0.36458333333333337
473,1,1,1,1,1,1,12,14,9,0.6,327,1.0,1.0,13,14,20,49,27,0.44897959183673475
474,1,0,0,0,0,0,1,8,4,0.15384615384615385,352,1.0,0.46153846153846156,13,14,19,44,30,0.31818181818181823
476,1,0,0,0,0,0,5,7,5,0.22727272727272727,356,1.0,0.9545454545454546,13,16,20,49,33,0.326530612244898
477,1,0,0,0,0,0,8,22,11,0.5789473684210527,335,0.4090909090909091,0.32558139534883723,6,6,7,34,14,0.5882352941176471
478,1,0,0,0,0,0,17,7,4,0.4,313,1.0,0.8461538461538461,1,3,4,24,2,0.9166666666666666
479,1,1,1,1,1,1,14,71,13,1.0,320,0.9859154929577465,0.9557522123893806,13,14,18,81,33,0.5925925925925926
480,1,1,1,1,1,1,1,41,22,0.8461538461538461,433,0.7073170731707317,0.48,20,20,20,80,58,0.275
481,1,1,1,1,1,1,5,22,11,0.5,32004,0.9545454545454546,0.8518518518518519,20,20,20,56,36,0.3571428571428571
482,1,0,0,0,0,0,11,14,8,0.5,381,0.35714285714285715,0.2608695652173913,4,5,5,25,8,0.6799999999999999
483,1,1,1,1,1,1,5,15,13,0.5909090909090909,31782,0.8,0.3170731707317073,6,8,9,34,16,0.5294117647058824
484,1,0,1,0,1,0,5,17,13,0.5909090909090909,424,0.5882352941176471,0.453781512605042,3,3,6,27,6,0.7777777777777778
485,1,1,1,1,1,1,17,17,9,0.9,330,0.8823529411764706,0.9583333333333334,20,20,20,54,38,0.2962962962962963
489,1,1,1,1,1,1,13,11,8,0.5714285714285714,367,0.8181818181818182,0.38974358974358975,13,15,20,48,26,0.45833333333333337
490,1,1,1,1,1,1,6,18,12,0.5714285714285714,427,0.7777777777777778,0.8548387096774194,20,20,20,64,60,0.0625
491,1,1,1,1,1,1,10,25,13,0.7647058823529411,375,0.84,0.9693877551020408,6,8,10,35,14,0.6
492,1,0,0,0,0,0,18,8,6,0.6666666666666666,382,0.75,0.9724770642201835,16,19,20,50,24,0.52
493,1,1,1,1,1,1,11,15,9,0.5625,422,1.0,0.9776536312849162,14,19,20,55,30,0.4545454545454546
495,1,1,1,1,1,1,9,12,12,0.6666666666666666,420,1.0,0.8360655737704918,20,20,20,47,43,0.08510638297872342
499,1,1,1,1,1,1,6,66,16,0.7619047619047619,299,1.0,1.0,20,20,20,60,35,0.41666666666666663
502,1,0,0,0,0,0,17,15,7,0.7,381,0.8,0.1951219512195122,20,20,20,50,33,0.33999999999999997
503,1,1,1,1,1,0,14,21,11,0.8461538461538461,358,0.5714285714285714,0.5396825396825397,20,20,20,57,27,0.5263157894736843
507,1,1,1,1,1,0,11,16,9,0.5625,432,0.6875,0.5,13,15,17,46,34,0.26086956521739135
508,1,0,1,0,0,0,17,15,10,1.0,421,0.6666666666666666,0.825,3,3,3,23,6,0.7391304347826086
510,1,1,1,1,1,0,13,47,13,0.9285714285714286,31862,0.6595744680851063,0.6722972972972973,20,20,20,83,64,0.22891566265060237
511,1,1,1,1,1,1,4,74,22,0.9565217391304348,316,0.8918918918918919,0.7815699658703071,20,20,20,127,82,0.35433070866141736
512,1,1,1,1,1,1,14,11,9,0.6923076923076923,354,1.0,0.38461538461538464,20,20,20,82,62,0.24390243902439024
513,1,1,1,1,1,0,4,42,21,0.9130434782608695,447,0.6428571428571429,0.7563025210084033,20,20,20,137,88,0.35766423357664234
514,1,0,0,0,0,0,14,7,6,0.46153846153846156,334,0.8571428571428571,0.6271186440677966,10,15,20,53,28,0.4716981132075472
517,1,1,1,1,1,1,11,24,12,0.75,367,0.7083333333333334,0.2962962962962963,13,19,20,47,25,0.46808510638297873
518,1,1,1,1,1,1,14,13,11,0.8461538461538461,324,0.7692307692307693,0.5652173913043478,5,6,7,30,13,0.5666666666666667
519,1,0,1,0,1,0,2,10,8,0.32,309,0.9,0.6363636363636364,2,4,9,30,4,0.8666666666666667
520,1,0,0,0,0,0,10,34,16,0.9411764705882353,427,0.4411764705882353,0.24675324675324675,20,20,20,78,55,0.2948717948717948
523,1,1,1,1,1,1,12,76,15,1.0,406,0.9605263157894737,0.845,17,20,20,254,92,0.6377952755905512
524,1,1,1,1,1,1,17,13,9,0.9,450,0.8461538461538461,0.711864406779661,20,20,20,85,63,0.2588235294117647
525,1,1,1,1,1,1,16,12,9,0.8181818181818182,361,0.75,0.5714285714285714,18,20,20,55,39,0.2909090909090909
526,1,1,1,1,1,1,15,25,10,0.8333333333333334,31782,0.88,0.7307692307692307,5,6,8,30,11,0.6333333333333333
527,1,1,1,1,1,1,16,16,11,1.0,32004,0.875,0.7946428571428571,9,13,16,70,40,0.4285714285714286
529,1,1,1,1,1,0,2,13,13,0.52,298,0.6923076923076923,0.4186046511627907,10,13,18,45,25,0.4444444444444444
530,1,1,1,1,1,1,7,18,11,0.55,363,1.0,1.0,5,5,6,27,10,0.6296296296296297
531,1,0,0,0,0,0,17,11,7,0.7,306,1.0,1.0,12,14,16,46,28,0.3913043478260869
533,1,1,1,1,1,1,8,11,8,0.42105263157894735,288,1.0,1.0,15,17,20,57,30,0.4736842105263158
534,1,0,0,0,0,0,17,47,10,1.0,388,0.23404255319148937,0.031630170316301706,6,9,12,39,18,0.5384615384615384
535,1,0,0,0,0,0,8,6,4,0.21052631578947367,296,0.6666666666666666,0.14285714285714285,2,2,2,22,4,0.8181818181818181
536,1,1,1,1,1,0,2,22,13,0.52,422,0.5454545454545454,0.703125,19,20,20,51,42,0.17647058823529416
537,1,0,0,0,0,0,17,13,7,0.7,401,0.8461538461538461,0.8064516129032258,5,5,7,30,13,0.5666666666666667
538,1,0,0,0,0,0,8,8,7,0.3684210526315789,396,0.375,0.13114754098360656,8,9,9,29,16,0.4482758620689655
540,1,0,0,0,0,0,19,7,5,0.625,299,1.0,0.8,5,5,7,31,13,0.5806451612903225
541,1,1,1,1,1,0,8,9,8,0.42105263157894735,335,0.5555555555555556,0.21052631578947367,16,18,19,42,35,0.16666666666666663
542,1,1,1,1,1,1,9,29,16,0.8888888888888888,31582,0.896551724137931,0.9361702127659575,20,20,20,68,47,0.3088235294117647
543,1,1,1,1,1,1,10,16,13,0.7647058823529411,356,0.875,0.813953488372093,20,20,20,72,72,0.0
545,1,1,1,1,1,1,14,9,9,0.6923076923076923,346,0.8888888888888888,0.4782608695652174,20,20,20,77,32,0.5844155844155844
546,1,1,1,1,1,1,16,19,11,1.0,327,0.7368421052631579,0.6699029126213593,15,20,20,76,51,0.32894736842105265
547,1,1,1,1,1,0,14,23,11,0.8461538461538461,330,0.5652173913043478,0.09375,14,15,17,49,32,0.34693877551020413
548,1,1,1,1,1,1,13,16,12,0.8571428571428571,381,0.9375,0.7922077922077922,16,19,20,50,31,0.38
549,1,1,1,1,1,1,17,64,10,1.0,352,1.0,0.30303030303030304,20,20,20,100,70,0.30000000000000004
550,1,1,1,1,1,0,7,9,8,0.4,296,0.5555555555555556,0.21428571428571427,8,9,10,37,22,0.4054054054054054
551,1,0,1,1,1,0,2,10,8,0.32,443,0.9,0.8571428571428571,3,5,5,25,6,0.76
553,1,1,1,1,1,1,14,46,13,1.0,447,0.8478260869565217,0.9357798165137615,20,20,20,103,74,0.2815533980582524
555,1,0,0,0,0,0,7,10,6,0.3,296,0.5,0.2727272727272727,3,5,8,35,9,0.7428571428571429
556,1,0,1,0,0,0,5,10,8,0.36363636363636365,341,0.6,0.0,1,1,2,24,2,0.9166666666666666
558,1,0,0,0,0,0,16,10,7,0.6363636363636364,300,1.0,1.0,7,9,13,36,16,0.5555555555555556
559,1,0,0,0,0,0,12,10,4,0.26666666666666666,297,1.0,0.125,2,2,2,22,4,0.8181818181818181
560,1,1,1,1,1,1,3,86,24,1.0,382,0.9767441860465116,0.9576271186440678,20,20,20,94,78,0.17021276595744683
562,1,1,1,1,1,1,6,15,12,0.5714285714285714,356,1.0,0.9206349206349206,14,17,20,45,30,0.33333333333333337
563,1,0,0,0,0,0,10,16,11,0.6470588235294118,404,0.4375,0.4727272727272727,12,14,17,43,29,0.32558139534883723
565,1,0,0,0,0,0,12,5,4,0.26666666666666666,356,0.8,1.0,4,4,5,25,8,0.6799999999999999
566,1,1,1,1,1,1,12,98,15,1.0,362,0.8775510204081632,0.574468085106383,18,20,20,87,32,0.632183908045977
567,1,0,1,1,1,0,5,20,17,0.7727272727272727,292,1.0,0.9267241379310345,4,5,9,40,10,0.75
568,1,0,0,0,0,0,1,18,9,0.34615384615384615,340,0.3333333333333333,0.05625,19,20,20,54,46,0.14814814814814814
569,1,0,0,0,0,0,10,25,14,0.8235294117647058,412,0.48,0.30666666666666664,20,20,20,104,64,0.3846153846153846
570,1,0,0,0,0,0,14,8,7,0.5384615384615384,359,0.625,0.0,7,7,7,28,15,0.4642857142857143
571,1,0,0,0,0,0,5,5,4,0.18181818181818182,439,0.6,0.09090909090909091,7,8,9,30,15,0.5
573,1,1,1,1,1,0,14,19,12,0.9230769230769231,32004,0.5263157894736842,0.13414634146341464,17,19,20,60,47,0.21666666666666667
574,1,1,1,1,1,1,13,16,10,0.7142857142857143,427,0.9375,0.8640776699029126,20,20,20,95,73,0.2315789473684211
575,1,0,0,0,0,0,1,74,24,0.9230769230769231,388,0.44594594594594594,0.22939068100358423,20,20,20,178,128,0.2808988764044944
576,1,1,1,1,1,1,7,57,18,0.9,298,0.7368421052631579,0.7363636363636363,16,20,20,71,31,0.5633802816901409
577,1,0,0,0,0,0,17,7,6,0.6,309,0.42857142857142855,0.43333333333333335,20,20,20,58,44,0.24137931034482762
579,1,0,1,0,0,0,9,9,8,0.4444444444444444,333,0.6666666666666666,0.42857142857142855,2,2,3,26,4,0.8461538461538461
580,1,1,1,1,1,1,7,16,12,0.6,359,0.75,0.8148148148148148,9,9,11,44,31,0.2954545454545454
582,1,1,1,1,1,1,15,29,12,1.0,439,0.9655172413793104,0.8558558558558559,19,20,20,54,33,0.38888888888888884
583,1,1,1,1,1,1,5,15,8,0.36363636363636365,427,0.9333333333333333,1.0,10,11,15,39,23,0.41025641025641024
585,1,1,1,1,1,1,1,15,11,0.4230769230769231,306,0.8,0.7777777777777778,7,9,9,32,17,0.46875
586,1,1,1,1,1,1,8,41,15,0.7894736842105263,410,0.8048780487804879,0.030303030303030304,15,18,20,57,42,0.26315789473684215
588,1,1,1,1,1,0,5,27,13,0.5909090909090909,388,0.6666666666666666,0.721030042918455,14,20,20,52,25,0.5192307692307692
